N,P,K,temperature,humidity,ph,rainfall,label,EC,min_mdpl,max_mdpl
100.0,35.0,36.0,25.31042337,72.01364411,6.346715209,190.5577618,Rami,1.516261549762235,0,500
63.0,37.0,43.0,23.41798979,85.08640476,6.661957897000001,185.7446728,Rami,1.7805597821358488,0,500
70.0,43.0,40.0,24.35564134,88.80391021,6.176860192,169.11680280000004,Rami,1.804825242433273,0,500
67.0,55.0,44.0,26.284017,75.14640198,7.251847296,182.2685447,Rami,1.5279272244970634,0,500
74.0,40.0,40.0,25.13842773,83.12053888,6.386259977999999,169.33884650000005,Rami,1.7428035994914506,0,500
89.0,53.0,44.0,24.88692811,71.91711523,7.319735475,150.2498675,Rami,1.4942669019295225,0,500
74.0,46.0,45.0,25.75734909,88.36668522,6.025028997000001,189.4263485,Rami,1.813222930796167,0,500
89.0,41.0,38.0,23.12844351,74.68322732,6.344751947000001,199.83629130000003,Rami,1.5903425595993157,0,500
60.0,55.0,40.0,24.9949957,88.95692783,7.02777956,151.4935635,Rami,1.8171875424434072,0,500
67.0,43.0,38.0,25.21622704,70.88259632,7.299304715,195.8645552,Rami,1.4564367737979589,0,500
70.0,38.0,35.0,24.39736241,79.26861738,7.014063944,164.2697011,Rami,1.5813966498784089,0,500
74.0,49.0,38.0,23.31410442,71.4509053,7.4880144039999985,164.49703730000004,Rami,1.4657518615189449,0,500
90.0,40.0,39.0,25.72668885,81.86171563,6.626503893,191.9649389,Rami,1.6996011198493937,0,500
82.0,35.0,44.0,26.96656378,78.21047693,6.239011,169.8391177,Rami,1.641926431911626,0,500
73.0,45.0,37.0,23.70467146,74.63745355,6.742688094,181.2783964,Rami,1.5092057998191308,0,500
85.0,53.0,38.0,24.90075709,73.84186449,6.588017308,153.8990984,Rami,1.5989757755481158,0,500
81.0,56.0,36.0,23.39605743,72.60512854,7.097586415,174.78764109999997,Rami,1.4735991996565845,0,500
84.0,55.0,38.0,26.8748389,79.78725152,6.956682742999999,173.1017097,Rami,1.641879348068751,0,500
80.0,45.0,42.0,23.1426498,74.99739774,7.380396262,151.9035477,Rami,1.533023273350797,0,500
76.0,54.0,45.0,24.29496635,77.62976013,6.176618831,184.9800516,Rami,1.664417086629717,0,500
76.0,56.0,39.0,24.39459498,89.89106506,6.551130445,197.1220049,Rami,1.83591936856084,0,500
81.0,40.0,45.0,25.7629429,80.76238215,6.427726565,174.5071843,Rami,1.7371524919919763,0,500
76.0,44.0,45.0,25.4879684,84.48235878,6.740947635,168.7848886,Rami,1.737229779594691,0,500
69.0,47.0,40.0,25.37122686,76.2403666,6.130136384,183.8270791,Rami,1.5880371215512747,0,500
82.0,40.0,45.0,26.21312799,81.70476368,6.667633355,180.1237765,Rami,1.7336486364013457,0,500
69.0,57.0,35.0,24.30748599,78.54340987,6.1868143920000005,186.2337571,Rami,1.6447048057517366,0,500
81.0,36.0,38.0,23.76554749,87.98329901,6.334837865,150.31661519999997,Rami,1.862810562661973,0,500
67.0,60.0,38.0,24.79853023,78.53037059,7.16214284,162.2847429,Rami,1.5954912318370245,0,500
72.0,51.0,40.0,23.20683504,74.09956958,7.422318499,199.4766779,Rami,1.4787351641349082,0,500
65.0,39.0,45.0,23.66805429,70.89000744,6.768001309,184.4633281,Rami,1.443593865246668,0,500
78.0,50.0,43.0,25.12417673,85.72530641,6.348441469,159.5718087,Rami,1.7644065908041635,0,500
77.0,52.0,41.0,23.89069041,83.46409075,6.097294061,167.72306319999996,Rami,1.759628075410525,0,500
89.0,52.0,42.0,23.09433785,81.45139295,6.14132902,196.6587013,Rami,1.7071065018265612,0,500
62.0,49.0,37.0,24.21744605,82.85284045,7.479248124,166.13658859999995,Rami,1.6873472138903642,0,500
90.0,48.0,45.0,24.06475727,71.31342851,6.509174788999999,153.63902119999997,Rami,1.465186709903236,0,500
66.0,47.0,36.0,24.85441411,74.44070479999998,6.57256106,175.572958,Rami,1.5226325552061295,0,500
80.0,52.0,39.0,26.41915161,76.85691248,7.165696848,197.2101782,Rami,1.6217698993501752,0,500
89.0,52.0,45.0,24.89326318,77.01222585,7.207457207999999,196.469984,Rami,1.5963573144765664,0,500
77.0,51.0,44.0,23.25583402,82.7015932,7.124333547000001,166.2160846,Rami,1.6855840965607252,0,500
94.0,37.0,41.0,24.7634518,87.06071115,6.4635387070000005,179.1630865,Rami,1.7766658327509235,0,500
75.0,41.0,35.0,24.97042599,78.62697699,6.856833064,166.6415254,Rami,1.6388949192578843,0,500
60.0,55.0,36.0,26.12797248,80.49172597,7.132389299,150.6326874,Rami,1.6917943873370924,0,500
62.0,56.0,35.0,25.97825807,81.65769588,6.235357637999999,163.3488091,Rami,1.6981718849408565,0,500
84.0,40.0,42.0,26.2830571,73.35763537,6.704273839,186.6898282,Rami,1.5721438705653177,0,500
100.0,56.0,40.0,26.38905406,83.31240346,7.433313409,176.1516409,Rami,1.7568960281184491,0,500
75.0,56.0,44.0,25.2746335,73.7459581,6.109478059,168.0432282,Rami,1.5706764486926146,0,500
78.0,46.0,42.0,23.09499564,78.45959697,7.095413294,155.3851533,Rami,1.6077103760889786,0,500
82.0,48.0,36.0,25.79351957,81.76904006,6.352076782999999,193.2418382,Rami,1.6739634306105673,0,500
100.0,58.0,41.0,23.17403323,87.88255345,6.6587699910000016,160.6217342,Rami,1.843348726499478,0,500
88.0,50.0,40.0,25.63215038,79.95150917,7.0518224720000005,182.2582277,Rami,1.631359155888764,0,500
67.0,41.0,40.0,25.84879500000001,87.81661683,7.333143205,152.6194403,Rami,1.768849699810449,0,500
72.0,42.0,43.0,26.56767277,80.90424543,6.352771037,181.2915605,Rami,1.7126706580693696,0,500
89.0,40.0,43.0,26.24532085,72.97198375,7.124050134,189.9711184,Rami,1.5559209954054871,0,500
89.0,57.0,43.0,26.91515043,73.19897535,6.998787171,177.22330480000005,Rami,1.5226407823327175,0,500
61.0,41.0,44.0,24.36972377,82.11319791,6.537914957999999,159.92109340000005,Rami,1.7412255454946792,0,500
79.0,45.0,43.0,25.71901283,79.15532398,7.171054239,187.1735424,Rami,1.5961658748960907,0,500
84.0,40.0,43.0,25.01157559,88.33130229999998,7.228268227999999,169.4168014,Rami,1.845044930309888,0,500
98.0,43.0,35.0,25.40785911,76.44048625,7.319952206,188.6372826,Rami,1.6203763915519185,0,500
75.0,36.0,44.0,23.28081,74.27607475,6.613341342999999,153.7447398,Rami,1.565063180055975,0,500
89.0,58.0,35.0,23.98651719,82.09053379,6.096838784,167.0576456,Rami,1.7849525175296126,0,500
91.0,41.0,37.0,24.48556447,83.20630007,6.132570522999999,192.2316221,Rami,1.76280555041607,0,500
77.0,48.0,36.0,25.86705009,84.09985284,7.36008498,154.83908469999997,Rami,1.6872820233134351,0,500
66.0,58.0,35.0,23.5643831,79.46283115,7.321619041,185.25947,Rami,1.615773514673158,0,500
62.0,59.0,41.0,24.2248758,74.89465426,7.175170657000001,192.4931257,Rami,1.5283929924142732,0,500
82.0,35.0,35.0,25.49386782,86.97061481,7.299076163,176.5268267,Rami,1.7271763103563669,0,500
61.0,41.0,35.0,24.97178693,79.47557931,6.842966478999998,195.7571622,Rami,1.6171309048886109,0,500
99.0,57.0,38.0,24.80624984,82.09281674,6.356295567999999,156.3616174,Rami,1.7463314087917003,0,500
70.0,42.0,43.0,23.16814977,76.66724969,6.508342839,157.1215052,Rami,1.5992001077488924,0,500
90.0,59.0,35.0,24.25133493,89.86454053,7.098227926,175.1742112,Rami,1.8208060038197167,0,500
73.0,43.0,42.0,26.58361011,78.00774772,6.310699968,154.8238864,Rami,1.6603908671586614,0,500
67.0,46.0,44.0,26.82489244,78.20392774,7.093328631,153.91998069999997,Rami,1.6173621456170226,0,500
84.0,37.0,42.0,25.49674786,81.13449097,6.691074249,169.92882340000003,Rami,1.6850652357898517,0,500
72.0,41.0,36.0,24.09874353,80.57226761,6.187746776,176.8604109,Rami,1.6443542983929211,0,500
71.0,56.0,37.0,23.18866654,86.20899734,6.491506245,176.103677,Rami,1.7689375502120837,0,500
64.0,53.0,38.0,26.24347471,78.51063754,6.855362875,183.4065252,Rami,1.5775463062326378,0,500
65.0,54.0,39.0,23.75091572,71.14782585,7.124571593,160.0889553,Rami,1.5159630374300102,0,500
60.0,58.0,37.0,26.13871511,79.1188943,6.067302109,171.4892533,Rami,1.696084312826998,0,500
86.0,39.0,43.0,26.14576648,71.23690851,6.432051512,193.1007598,Rami,1.452146753888059,0,500
90.0,50.0,44.0,26.91643698,73.48655995,6.253408852000001,171.4716375,Rami,1.5660588789849772,0,500
91.0,38.0,36.0,26.5232969,77.17331847,7.287318722999999,157.8548562,Rami,1.581391259758017,0,500
87.0,48.0,38.0,23.81579631,80.94023552,7.161865733,190.312216,Rami,1.6432596517956888,0,500
72.0,41.0,36.0,26.50838667,86.84264005,6.065898282999999,152.9801697,Rami,1.845036664035634,0,500
71.0,54.0,35.0,26.63952463,70.95705996,7.311077075,199.3355744,Rami,1.4292143864489433,0,500
82.0,46.0,41.0,23.325013100000003,79.79609448,6.581693772,187.3096148,Rami,1.6772364584614905,0,500
71.0,52.0,43.0,26.47549543,73.96164569,6.732826127,180.2513601,Rami,1.5583775163047326,0,500
80.0,43.0,43.0,23.78756036,74.36794079,6.014572075,172.64426540000005,Rami,1.579870804377611,0,500
77.0,55.0,43.0,25.49941707,75.99987588,6.663559451,193.71418280000003,Rami,1.609541200815388,0,500
95.0,57.0,41.0,23.24925555,73.65346838,6.434610995,184.7674863,Rami,1.5311078101164912,0,500
63.0,47.0,35.0,26.98582182,89.05587886,7.432768147000001,193.8778713,Rami,1.7746937589623186,0,500
93.0,43.0,38.0,23.61475336,86.14290267,6.987332927000001,150.2355238,Rami,1.7928572570504782,0,500
87.0,44.0,43.0,23.87484465,86.79261344,6.718725189,177.5147313,Rami,1.771244055265049,0,500
88.0,52.0,39.0,23.92887902,88.07112278,6.880204617,154.6608736,Rami,1.790000481767363,0,500
90.0,39.0,37.0,24.81441246,81.68688879,6.86106911,190.7886386,Rami,1.6774393985973617,0,500
90.0,39.0,43.0,24.44743944,82.286484,6.7693455,190.9684885,Rami,1.7034045411943448,0,500
84.0,38.0,43.0,26.57421679,73.81994896,7.26158085,159.3223075,Rami,1.4853764766360626,0,500
91.0,21.0,26.0,26.33377983,57.36469955,7.261313694,191.6549412,Kopi Arabika,1.1534667249267654,800,2000
107.0,21.0,26.0,26.45288458,55.32222678,7.235070264,144.68613359999995,Kopi Arabika,1.1338941961279776,800,2000
83.0,38.0,35.0,25.70822684,52.88667115,7.18915558,136.73250919999998,Kopi Arabika,1.0878351188998343,800,2000
108.0,24.0,31.0,24.12832546,56.18107663,6.431899747999999,147.27578180000003,Kopi Arabika,1.1707220818409685,800,2000
116.0,28.0,34.0,23.44372334,60.39523266,6.42321105,122.2103248,Kopi Arabika,1.2906947986740418,800,2000
116.0,23.0,25.0,23.4123707,52.26994674,6.869720196,139.3670753,Kopi Arabika,1.0608112302466128,800,2000
109.0,31.0,27.0,23.05951896,50.40609436,6.973839707000001,164.4971875,Kopi Arabika,1.05186205464418,800,2000
89.0,25.0,34.0,23.07895447,63.65861483,7.184801627000001,129.8765443,Kopi Arabika,1.2845924307191523,800,2000
118.0,18.0,32.0,27.6496114,51.11044023,6.351823783,122.8392822,Kopi Arabika,1.107542922295041,800,2000
111.0,32.0,34.0,25.46743689,69.35161206,6.392048018,171.37644619999998,Kopi Arabika,1.4694621975581876,800,2000
84.0,36.0,28.0,26.7350622,55.55164819,6.119892347,140.63052130000003,Kopi Arabika,1.1614412117908672,800,2000
85.0,33.0,25.0,26.20811417,52.50987966,6.910823945,189.0944824,Kopi Arabika,1.0796498579953049,800,2000
99.0,15.0,27.0,27.0424167,57.27927475,6.501157208,165.6872119,Kopi Arabika,1.1568744083263067,800,2000
81.0,30.0,31.0,24.65090184,51.93952357,7.027585558999999,135.1386537,Kopi Arabika,1.112786536966541,800,2000
95.0,39.0,29.0,27.35152643,55.99375012,7.13411409,148.98125249999995,Kopi Arabika,1.2123613293167042,800,2000
81.0,34.0,30.0,25.17787724,62.26244581,6.6477659970000005,135.0119649,Kopi Arabika,1.2595323977368904,800,2000
80.0,15.0,28.0,23.11438731,68.00096043,6.703270635,161.8944624,Kopi Arabika,1.409942052775087,800,2000
104.0,20.0,26.0,27.22783677,52.95261751,7.493191968,175.7260273,Kopi Arabika,1.0460444269149154,800,2000
109.0,29.0,28.0,23.26316991,60.51600210000001,6.724688502999999,194.1755471,Kopi Arabika,1.281090879048217,800,2000
100.0,32.0,26.0,25.234661,57.53161469,6.043485685,124.2261737,Kopi Arabika,1.2210613226723372,800,2000
100.0,24.0,28.0,25.59535262,57.72920846,7.101661011,195.7733251,Kopi Arabika,1.1567573289225304,800,2000
83.0,21.0,28.0,25.5674832,60.49244602,7.466900682999999,190.2257843,Kopi Arabika,1.1887607202659654,800,2000
120.0,23.0,28.0,25.67324193,51.29043632,6.877799264,196.2736367,Kopi Arabika,1.1005030531276268,800,2000
104.0,26.0,30.0,24.40726724,62.65692638,6.410992833,148.6977358,Kopi Arabika,1.2708255540902451,800,2000
108.0,33.0,31.0,23.69287069,66.76090123,7.393825704,144.6576424,Kopi Arabika,1.377099299344355,800,2000
91.0,25.0,26.0,24.53460016,66.99765375,7.482414225,180.5059257,Kopi Arabika,1.380050310452154,800,2000
86.0,26.0,27.0,27.13140403,52.89368299,6.081172981,192.4280381,Kopi Arabika,1.0938669451772476,800,2000
98.0,18.0,27.0,27.56088634,68.49299897,6.516312148,167.43580749999995,Kopi Arabika,1.372132009508252,800,2000
111.0,27.0,31.0,23.59302313,55.27564977,6.0433309510000015,191.3980675,Kopi Arabika,1.1439812356611214,800,2000
84.0,39.0,35.0,23.17714381,52.13864034,6.959404135,117.3113562,Kopi Arabika,1.1161020001359965,800,2000
98.0,27.0,27.0,24.71384065,51.29142534,7.238109556,197.6439711,Kopi Arabika,1.1026882383481174,800,2000
118.0,21.0,34.0,24.38534644,64.72543073,7.234258375,119.6324109,Kopi Arabika,1.3717610453021427,800,2000
103.0,27.0,31.0,27.15998538,51.59100753,6.691541233,126.1752206,Kopi Arabika,1.0475579963688002,800,2000
82.0,24.0,33.0,26.53543168,67.09608099,6.809593554,120.6494434,Kopi Arabika,1.3605447271059916,800,2000
86.0,31.0,35.0,27.01207284,60.76645256,6.485761419,191.4508931,Kopi Arabika,1.2584672417744658,800,2000
88.0,35.0,35.0,27.55906475,58.45742907,6.784460602,117.9389993,Kopi Arabika,1.2276135065369234,800,2000
84.0,27.0,29.0,23.32293161,53.00366334,7.167092586,168.26442869999997,Kopi Arabika,1.1223024273844524,800,2000
120.0,40.0,33.0,24.23850608,54.30329632,6.73410539,115.1564012,Kopi Arabika,1.1974902346376597,800,2000
106.0,40.0,30.0,23.42611644,64.10651528,6.779984384,122.6847408,Kopi Arabika,1.3114804931757031,800,2000
113.0,21.0,33.0,26.02241444,55.83288958,7.277422737999999,176.90209240000004,Kopi Arabika,1.1955189482908242,800,2000
117.0,34.0,25.0,24.83846178,56.7685316,7.21270048,124.4135035,Kopi Arabika,1.2261400544254155,800,2000
80.0,30.0,25.0,26.24092174,65.64381357,7.487266991,148.37712019999995,Kopi Arabika,1.275843638214679,800,2000
88.0,21.0,27.0,24.43011925,66.02411187,7.231166546,181.6368274,Kopi Arabika,1.349587112581489,800,2000
113.0,33.0,34.0,26.00373964,62.144510200000006,6.559817161000002,153.477776,Kopi Arabika,1.3331645102203669,800,2000
87.0,23.0,28.0,26.22367404,62.26594559,6.979590627,193.7461968,Kopi Arabika,1.2852282485334885,800,2000
113.0,15.0,29.0,27.09617155,63.55324262,6.779230041,190.2440566,Kopi Arabika,1.329664857944113,800,2000
98.0,29.0,30.0,25.64004392,61.03273481,6.217974349,199.4735636,Kopi Arabika,1.3140421776840066,800,2000
97.0,29.0,27.0,27.74576987,54.36976075,7.205078785,139.8619431,Kopi Arabika,1.128637471560909,800,2000
85.0,35.0,32.0,26.24928198,54.28617819,6.854011265,133.1120232,Kopi Arabika,1.1344343126951109,800,2000
82.0,29.0,35.0,26.67377159,52.24226285,6.246872394,156.15438980000005,Kopi Arabika,1.140353990286684,800,2000
103.0,33.0,25.0,27.10210397,55.74973320000001,6.911066044,139.5013171,Kopi Arabika,1.198112700920952,800,2000
112.0,17.0,28.0,27.62975458,61.26002598,6.777417989,196.6492664,Kopi Arabika,1.2763423040610973,800,2000
99.0,19.0,33.0,27.536454700000004,55.51673151,6.273741983,130.6377143,Kopi Arabika,1.1873521286144315,800,2000
120.0,20.0,34.0,23.56960509,50.56339727,6.906124587000001,130.3797119,Kopi Arabika,1.085585448364782,800,2000
114.0,27.0,28.0,24.99451759,57.93250202,7.162802357,192.8736822,Kopi Arabika,1.180392310260244,800,2000
100.0,40.0,35.0,27.56441788,54.41094079,6.9557873510000015,177.816092,Kopi Arabika,1.1857672605080107,800,2000
108.0,35.0,25.0,23.98143338,61.10935084,6.971963169,161.5279095,Kopi Arabika,1.3050048108206918,800,2000
115.0,31.0,30.0,24.22984659,67.37768353,6.840927967000001,122.4073418,Kopi Arabika,1.4459316933877813,800,2000
87.0,28.0,30.0,25.60153969,68.66257977,6.536676653,168.8383605,Kopi Arabika,1.4359866904053262,800,2000
82.0,24.0,26.0,24.31274458,53.57285558,6.089443602999999,184.4103931,Kopi Arabika,1.1673677890727372,800,2000
94.0,26.0,27.0,26.36629861,52.25738495,7.456460375,177.31761609999995,Kopi Arabika,1.06639262940598,800,2000
87.0,28.0,35.0,26.5602777,57.1621814,6.759211911,152.0616227,Kopi Arabika,1.2200776828628213,800,2000
118.0,40.0,35.0,26.35034208,58.50650238,7.460174812000001,121.5586297,Kopi Arabika,1.2198578039470644,800,2000
87.0,38.0,29.0,25.20406808,57.88370456,6.652642579,156.1457255,Kopi Arabika,1.2358330148833676,800,2000
92.0,40.0,30.0,23.35723208,55.18792166,6.026287448,171.6976946,Kopi Arabika,1.172283298898229,800,2000
97.0,22.0,26.0,23.60567546,59.68849145,6.074190142000001,185.1568059,Kopi Arabika,1.2500764536296474,800,2000
99.0,40.0,32.0,24.18471151,69.94807345,7.0455430560000005,163.27087319999995,Kopi Arabika,1.412658150099897,800,2000
89.0,28.0,33.0,26.44414097,53.83876189,6.9932360010000005,175.3723314,Kopi Arabika,1.0906025890747195,800,2000
112.0,39.0,29.0,26.12492233,63.37479229,6.726528895,147.8035305,Kopi Arabika,1.3195448804385004,800,2000
111.0,28.0,26.0,27.77363343,64.47858698,6.937352845,192.7121236,Kopi Arabika,1.3559119466381615,800,2000
114.0,20.0,26.0,25.55656667,62.67087838,7.27905689,193.5866233,Kopi Arabika,1.2541926802795305,800,2000
117.0,26.0,30.0,27.92374437,67.96910852,7.079850922,115.2325531,Kopi Arabika,1.3966236983524871,800,2000
111.0,29.0,31.0,26.05968403,52.31098539,6.136286518,161.3432535,Kopi Arabika,1.1419328161520208,800,2000
119.0,30.0,28.0,26.35770906,64.57578034,6.5052036960000015,163.62694960000005,Kopi Arabika,1.3299565822371735,800,2000
116.0,40.0,33.0,24.91370487,54.15319242,7.042089492000001,129.5481144,Kopi Arabika,1.1188476161869962,800,2000
95.0,37.0,35.0,27.31317116,68.42333909999999,6.348337518999998,192.4288139,Kopi Arabika,1.4764441394051808,800,2000
86.0,40.0,33.0,26.1387869,52.26311691,7.432322234,136.3027766,Kopi Arabika,1.0446953790399862,800,2000
117.0,37.0,32.0,23.1069385,67.06230539,6.787658922,162.57696059999995,Kopi Arabika,1.4019312460069735,800,2000
105.0,18.0,35.0,23.52648086,68.44030686,6.743417121,171.8839938,Kopi Arabika,1.4434628111800083,800,2000
109.0,23.0,25.0,25.11711046,68.48030408,7.00733163,194.8773479,Kopi Arabika,1.4554292516007847,800,2000
80.0,18.0,31.0,24.02952505,58.84880599,7.303033217,134.6803969,Kopi Arabika,1.199022305666389,800,2000
101.0,31.0,26.0,26.70897548,69.71184111,6.861235184,158.86088869999998,Kopi Arabika,1.4722158975122368,800,2000
103.0,33.0,33.0,26.71717393,50.50148528,7.131435858,126.8073984,Kopi Arabika,1.0635722192080066,800,2000
93.0,26.0,27.0,24.59245684,56.46829641,7.288211994,137.70440469999997,Kopi Arabika,1.176722517843431,800,2000
104.0,35.0,28.0,27.51006055,50.66687215,6.983732393,143.9955548,Kopi Arabika,1.0992965705853164,800,2000
116.0,36.0,25.0,27.57847581,58.52534263,6.172090205,156.6810374,Kopi Arabika,1.2450574812592334,800,2000
107.0,38.0,29.0,26.65069302,57.56695719,6.35118177,145.105065,Kopi Arabika,1.20354045540374,800,2000
101.0,33.0,33.0,26.97251562,62.0183627,6.908671378999999,142.8610793,Kopi Arabika,1.3309242685142133,800,2000
107.0,31.0,31.0,23.17124551,52.97841162,6.766184468,153.12016440000005,Kopi Arabika,1.085400506708454,800,2000
99.0,16.0,30.0,23.52652084,65.44340921,6.392791654,186.1728203,Kopi Arabika,1.3660619590387597,800,2000
103.0,40.0,30.0,27.30901814,55.196224,6.3483162570000005,141.48316440000005,Kopi Arabika,1.232736415953527,800,2000
118.0,31.0,34.0,27.54823036,62.88179198,6.123796057000001,181.4170812,Kopi Arabika,1.3324699552538586,800,2000
106.0,21.0,35.0,25.627355,57.04151119,7.4285236339999985,188.5506536,Kopi Arabika,1.1439629024787217,800,2000
116.0,38.0,34.0,23.29250318,50.04557009,6.020947179,183.468585,Kopi Arabika,1.0692988143436952,800,2000
97.0,35.0,26.0,24.91461008,53.74144743,6.334610249,166.2549307,Kopi Arabika,1.101490149004155,800,2000
107.0,34.0,32.0,26.77463708,66.4132686,6.78006386,177.7745075,Kopi Arabika,1.3905000747217535,800,2000
99.0,15.0,27.0,27.41711238,56.63636248,6.086922359,127.92461000000002,Kopi Arabika,1.1483551271417007,800,2000
118.0,33.0,30.0,24.13179691,67.22512329,6.362607851,173.32283859999995,Kopi Arabika,1.4349057693356393,800,2000
117.0,32.0,34.0,26.2724184,52.12739421,6.758792552,127.1752928,Kopi Arabika,1.1587156365246754,800,2000
104.0,18.0,30.0,23.60301571,60.39647474,6.779832611000002,140.9370415,Kopi Arabika,1.2867249385743138,800,2000
76.82685429697385,55.310418116550444,77.97510377301731,32.80158938858728,71.4053157125434,5.793826221428996,1733.7477892589452,Singkong,0.8983847605637344,0,1500
80.07014859746549,34.65664886400942,90.32395563970655,32.306244990837406,61.695441350976715,5.89131343161302,1346.9704199994735,Singkong,1.2749219069519842,0,1500
78.11012172798111,30.253330253299808,70.85939151980483,27.90403862924523,63.61465587947859,5.765956293944077,1787.95993879535,Singkong,1.3850493875487928,0,1500
50.01602577508779,32.99561050580716,73.57232636964306,26.02399471402603,62.13850241643247,6.116466675256867,1459.6575361647529,Singkong,1.2302108370733484,0,1500
97.572217145542,53.034711074324235,106.970218852372,34.09009668411576,76.27857223040752,7.066091658836491,1920.3775090982217,Singkong,0.6125792985842134,0,1500
81.38722850710693,30.827942776848353,76.99505037516295,33.48249214973018,70.32297970943921,5.984532129281302,1879.3785871412792,Singkong,0.8133336568438948,0,1500
52.51482400085546,38.10382094180741,112.4798629327031,29.84240171750009,60.0569503328183,7.097964809700624,1376.3439609001518,Singkong,0.8003241249822298,0,1500
85.68013006153322,57.413003217641354,62.26795837655742,31.70517644785963,84.56386880279341,6.373921183770239,1476.127125338095,Singkong,0.9498123900754275,0,1500
87.64442329858772,42.14230913545046,98.4188323539974,32.82286118175866,63.0169126801191,5.696357446107471,1421.2957267474358,Singkong,1.4324159664687905,0,1500
91.22003664646704,58.953496700703106,76.21142603523967,30.5422033831475,80.4607910414577,7.198118879557827,1983.8945518128967,Singkong,0.7669840202196102,0,1500
64.2757809098423,54.43653868605516,64.28228565555617,25.219184523550414,84.16376701238337,5.620170765882781,1185.3809412688938,Singkong,0.5669620506659429,0,1500
78.23395751416139,38.02055154425071,119.56683717706983,26.262712712666268,76.75309073521241,7.009229789724953,1307.239806862605,Singkong,0.7644344289684979,0,1500
80.79974075931067,44.26262847124659,108.42179826910723,33.16820090818352,68.77284268117302,6.889597690682696,1476.9197922895758,Singkong,1.27956746520936,0,1500
69.46233304872038,30.04088940590112,105.14543023852579,34.628499923380915,60.70500461464678,7.357876206481424,1522.592205021254,Singkong,0.9741080755155901,0,1500
96.4897002490084,46.562265431434994,112.13326706565715,26.981712561967804,62.91210161444606,5.853295324494029,1771.8270011347572,Singkong,0.6569925949332289,0,1500
95.02568221407738,33.03366872373328,84.33240344001274,32.77517061655735,83.74322210334907,5.8013903644136935,1004.8280808146206,Singkong,1.305138574351648,0,1500
67.6766965154547,32.308575152099024,106.9019472552351,29.415209226909962,80.40161500530628,6.052188675046901,1889.7255776312795,Singkong,1.1175389092631054,0,1500
50.86514594116841,59.29568102541794,81.35764131915889,31.80906973398198,81.95154177447841,7.078693104602919,1304.0270019026711,Singkong,0.66437988546209,0,1500
82.61969862751381,41.777278145779334,60.53557549196107,31.488701719822934,73.52290031862687,5.179539990402525,1755.563953621995,Singkong,0.7873522858842099,0,1500
58.957620929173345,56.62607156393281,71.65634611399251,27.820497304324697,80.14144803066965,6.170412932362147,1445.41861804043,Singkong,0.7916326623111712,0,1500
82.2422154947545,38.8414993163492,104.20997697683191,34.478156466888265,76.84079393540776,6.501616373676402,1067.51072201795,Singkong,0.9675589718004078,0,1500
50.635050751736834,54.73581606978574,95.25935479206217,33.2800998270731,71.19253148175062,6.901740852485691,1499.7000556481885,Singkong,1.39653399895005,0,1500
77.01093733751055,45.21877552619874,60.47245228971248,25.29889103944881,68.84736612593073,5.516605021870232,1669.9205638234048,Singkong,1.2207913013660505,0,1500
90.04952441869777,57.302956349833984,75.22436805402991,28.5398529883402,67.52398013935972,6.09068063500316,1141.4691310364651,Singkong,1.351518274881891,0,1500
52.7269313879083,47.181957320563356,112.94163621440775,30.46948586903138,83.86863405373381,5.209009962833767,1535.174131058815,Singkong,1.3753845299182395,0,1500
98.33548602974622,35.493255213347844,119.13696020074671,25.209216750803485,66.25239553237509,5.7050557550883525,1740.528931467891,Singkong,1.2185531744690552,0,1500
79.85062293080478,32.22814183803767,82.66301750455213,34.69690792993281,74.18909972587343,6.320878368081726,1783.756994158251,Singkong,0.8514665842925704,0,1500
87.81631024797801,59.92475067092123,65.25687620305155,34.39065069197812,75.17161241581883,5.372046963278509,1789.9560671117274,Singkong,0.6817488564688374,0,1500
51.923695005212565,45.37068819185796,91.88325243646656,30.723297984526486,80.38355567115426,6.118826389753315,1040.7732950084653,Singkong,0.6411665579627146,0,1500
99.18966234315099,43.5048803985016,99.470660722334,30.90211795988119,62.60144528160296,6.622558356338455,1490.7055562104001,Singkong,0.9828646693080588,0,1500
61.566692461467895,52.13370134675963,108.2797446703749,28.42875967180781,74.34934110634751,6.740307998110601,1906.628245481414,Singkong,0.7959541495631574,0,1500
81.30520811591884,58.192709559015924,67.59169785918395,26.003528056709374,62.35370890576917,6.475700219626498,1407.2310327053065,Singkong,1.0202529474228688,0,1500
76.17491335260857,33.10553395318683,107.28197518758408,30.51388435236005,64.83797919265295,7.490250492707303,1763.267796143704,Singkong,0.9950691740281592,0,1500
62.013021243260496,48.13675897797415,73.62353704518031,32.9122411450299,79.35618566870264,6.760728365291292,1568.228132733439,Singkong,0.9345416642634534,0,1500
71.35391715509347,53.33949107587722,94.08309962276421,27.495213964387148,81.93688054905897,6.37728141764247,1687.2315264966733,Singkong,1.1021440400819602,0,1500
52.27993266065953,43.74828977286206,86.86151361221746,26.368221387346154,81.1475874106615,5.7635920687125894,1138.6112449894536,Singkong,1.432174822343447,0,1500
61.31470998829522,47.06045157955181,79.9503112589712,29.31564709862263,61.14410705228208,5.696312635626734,1686.319918688177,Singkong,0.9264997255724715,0,1500
79.17685799622585,34.850679506411375,114.52129506092314,34.146731058763834,79.16553612347298,6.167011417053899,1026.2686474697155,Singkong,1.0623538679330864,0,1500
